Runde,Pakete_erwartet,Pakete_erkannt,Praeambel_Score,Drift_Mittel_Hz,LDPC_Summe,Bitfehler_Summe
181,1,1,16,-845,20,0
182,1,1,16,-829,0,0
183,1,1,16,-816,9,0
184,1,1,16,-828,9,0
185,1,1,16,-818,0,0
186,1,1,16,-788,0,0
187,1,1,16,-807,0,0
188,1,1,16,-861,24,0
189,1,1,16,-785,7,0
190,1,1,16,-977,24,0
191,1,1,16,-732,0,0
192,1,1,16,-662,29,0
193,1,1,16,-850,15,0
194,1,1,16,-997,22,0
195,1,1,16,-800,22,0
196,1,1,16,-825,14,0
197,1,0,8,,0,0
198,1,1,16,-852,21,0
199,1,0,6,,0,0
200,1,1,16,-649,0,0
