Runde,Pakete_erwartet,Pakete_erkannt,Praeambel_Score,Drift_Mittel_Hz,LDPC_Summe,Bitfehler_Summe
74,1,0,7,,0,0
75,1,0,4,,0,0
76,1,0,6,,0,0
77,1,0,5,,0,0
78,1,0,7,,0,0
79,1,0,9,,0,0
80,1,0,9,,0,0
81,1,0,7,,0,0
82,1,0,8,,0,0
83,1,0,9,,0,0
84,1,0,7,,0,0
85,1,0,3,,0,0
86,1,0,5,,0,0
87,1,0,7,,0,0
88,1,0,8,,0,0
89,1,0,8,,0,0
90,1,1,10,-23731,142,160
91,1,0,8,,0,0
92,1,0,6,,0,0
93,1,0,7,,0,0
94,1,0,5,,0,0
95,1,0,6,,0,0
96,1,0,5,,0,0
97,1,0,9,,0,0
98,1,0,6,,0,0
99,1,0,4,,0,0
100,1,0,6,,0,0
101,1,0,7,,0,0
102,1,0,7,,0,0
103,1,1,11,-30527,157,153
104,1,0,7,,0,0
105,1,0,8,,0,0
106,1,0,8,,0,0
107,1,0,7,,0,0
108,1,0,5,,0,0
109,1,0,7,,0,0
110,1,0,7,,0,0
111,1,0,7,,0,0
112,1,0,7,,0,0
113,1,0,6,,0,0
114,1,1,12,-537,170,93
115,1,1,14,592,158,74
116,1,1,16,518,176,133
117,1,1,10,44933,149,135
118,1,0,9,,0,0
119,1,1,13,18108,158,149
120,1,1,15,-9228,188,113
121,1,1,10,35675,172,133
122,1,0,9,,0,0
123,1,0,6,,0,0
124,1,0,8,,0,0
125,1,1,13,-11242,160,130
126,1,0,7,,0,0
127,1,0,6,,0,0
128,1,0,9,,0,0
129,1,0,7,,0,0
130,1,0,5,,0,0
131,1,0,6,,0,0
132,1,0,5,,0,0
133,1,0,9,,0,0
134,1,0,5,,0,0
135,1,0,6,,0,0
136,1,0,8,,0,0
137,1,0,8,,0,0
138,1,1,11,6945,182,139
139,1,1,11,-9041,169,136
140,1,0,8,,0,0
141,1,1,13,29663,165,151
142,1,1,13,-14880,149,124
143,1,1,14,-68885,154,159
144,1,1,11,14745,175,125
145,1,0,8,,0,0
146,1,0,8,,0,0
147,1,0,8,,0,0
148,1,1,13,-7183,162,152
149,1,1,12,-22744,179,142
150,1,1,11,48578,175,168
151,1,1,15,-7274,165,135
152,1,1,11,658,152,142
153,1,1,11,14013,196,155
154,1,1,11,-55324,160,159
155,1,0,7,,0,0
156,1,0,8,,0,0
157,1,0,5,,0,0
158,1,1,16,3335,145,39
159,1,0,5,,0,0
160,1,0,9,,0,0
161,1,0,6,,0,0
162,1,0,7,,0,0
163,1,0,5,,0,0
164,1,0,8,,0,0
165,1,1,14,30526,162,125
166,1,0,9,,0,0
167,1,1,12,20366,167,148
168,1,0,7,,0,0
169,1,1,11,-50094,171,167
170,1,0,9,,0,0
171,1,0,9,,0,0
172,1,1,10,-49110,173,153
173,1,0,9,,0,0
174,1,0,8,,0,0
175,1,0,6,,0,0
176,1,0,8,,0,0
177,1,0,5,,0,0
178,1,0,7,,0,0
179,1,1,13,-69483,167,162
180,1,1,10,14562,184,143
181,1,1,15,672,160,17
182,1,1,16,668,197,20
183,1,1,16,-8704,174,93
184,1,1,15,20138,217,116
185,1,1,16,843,191,61
186,1,1,13,2696,179,87
187,1,1,13,33296,174,133
188,1,1,14,4662,178,153
189,1,0,9,,0,0
190,1,0,7,,0,0
191,1,0,6,,0,0
192,1,0,6,,0,0
193,1,0,5,,0,0
194,1,0,8,,0,0
195,1,0,7,,0,0
196,1,1,10,-22690,182,151
197,1,0,6,,0,0
198,1,0,7,,0,0
199,1,0,8,,0,0
200,1,0,8,,0,0
