Runde,Pakete_erwartet,Pakete_erkannt,Praeambel_Score,Drift_Mittel_Hz,LDPC_Summe,Bitfehler_Summe
84,1,1,16,-801,0,0
85,1,1,16,-763,13,0
86,1,1,16,-800,0,0
87,1,1,16,-810,0,0
88,1,1,16,-921,0,0
89,1,0,6,,0,0
90,1,1,16,-915,0,0
91,1,1,16,-879,0,0
92,1,1,16,-847,12,0
93,1,1,16,-873,0,0
94,1,1,16,-874,3,0
95,1,1,16,-875,31,0
96,1,1,16,-914,0,0
97,1,1,16,-944,0,0
98,1,1,16,-691,15,0
99,1,1,16,-887,0,0
100,1,1,16,-881,0,0
101,1,1,16,-876,4,0
102,1,1,16,-832,4,0
103,1,1,16,-864,0,0
104,1,1,16,-801,4,0
105,1,1,16,-775,47,0
106,1,1,16,-776,19,0
107,1,1,16,-763,7,0
108,1,1,16,-799,11,0
109,1,1,16,-805,0,0
110,1,1,16,-774,0,0
111,1,1,16,-799,0,0
112,1,1,16,-961,1,0
113,1,1,16,-948,9,0
114,1,1,16,-1013,17,0
115,1,1,16,-992,37,0
116,1,1,16,-1094,40,0
117,1,1,16,-703,39,4
118,1,1,16,-857,31,0
119,1,1,16,-893,9,0
120,1,1,16,-846,0,0
121,1,1,16,-885,11,0
122,1,1,16,-872,0,0
123,1,1,16,-852,0,0
124,1,1,16,-848,0,0
125,1,1,16,-787,0,0
126,1,1,16,-817,0,0
127,1,1,16,-828,0,0
128,1,1,16,-835,11,0
129,1,1,16,-651,26,0
130,1,1,15,-16491,192,73
131,1,1,16,-802,190,41
132,1,1,16,-920,0,0
133,1,1,16,-765,0,0
134,1,1,16,-920,22,0
135,1,1,16,-911,0,0
136,1,1,16,-817,0,0
137,1,1,16,-859,18,0
138,1,1,16,-853,0,0
139,1,1,16,-836,0,0
140,1,1,16,-864,0,0
141,1,1,16,-906,0,0
142,1,1,16,-752,0,0
143,1,1,16,-891,0,0
144,1,1,16,-827,5,0
145,1,1,16,-827,0,0
146,1,1,16,-843,0,0
147,1,1,16,-833,18,0
148,1,1,16,-778,0,0
149,1,1,16,-843,0,0
150,1,1,16,-801,22,0
151,1,1,16,-842,0,0
152,1,1,16,-773,0,0
153,1,1,16,-862,8,0
154,1,1,16,-887,7,0
155,1,1,16,-846,0,0
156,1,1,16,-775,38,0
157,1,1,16,-902,8,0
158,1,1,16,-782,0,0
159,1,1,16,-936,92,8
160,1,1,16,-788,12,0
161,1,1,16,-902,0,0
162,1,1,16,-745,0,0
163,1,1,16,-766,6,0
164,1,1,16,-894,0,0
165,1,1,16,-769,0,0
166,1,1,16,-930,12,0
167,1,1,16,-893,9,0
168,1,1,16,-788,0,0
169,1,1,16,-851,0,0
170,1,1,16,-921,13,0
171,1,1,16,-878,0,0
172,1,1,16,-847,0,0
173,1,1,16,-818,18,0
174,1,1,16,-803,0,0
175,1,1,16,-757,0,0
176,1,1,16,-856,5,0
177,1,1,16,-876,0,0
178,1,0,4,,0,0
179,1,1,16,-911,2,0
180,1,1,16,-917,3,0
181,1,1,16,-786,0,0
182,1,1,16,-783,2,0
183,1,1,16,-920,29,0
184,1,1,16,-1038,4,0
185,1,1,16,-958,5,0
186,1,1,16,-898,6,0
187,1,1,16,-1043,9,0
188,1,1,16,-822,3,0
189,1,1,16,-732,16,0
190,1,1,16,-816,24,0
191,1,1,16,-779,14,0
192,1,1,16,-812,3,0
193,1,1,16,-929,12,0
194,1,1,16,-757,0,0
195,1,1,16,-814,0,0
196,1,1,16,-929,11,0
197,1,1,16,-986,9,0
198,1,1,16,-883,0,0
199,1,1,16,-845,0,0
200,1,0,5,,0,0
