Runde,Pakete_erwartet,Pakete_erkannt,Praeambel_Score,Drift_Mittel_Hz,LDPC_Summe,Bitfehler_Summe
112,1,1,11,-11014,164,124
113,1,0,9,,0,0
114,1,1,10,-37363,173,138
115,1,1,12,35911,183,131
116,1,1,16,-12062,160,97
117,1,1,11,-22724,173,135
118,1,1,13,-10990,171,148
119,1,1,11,19418,162,118
120,1,1,15,31855,166,119
121,1,1,14,10803,154,131
122,1,1,10,-63589,154,111
123,1,1,13,18553,199,117
124,1,1,11,-5312,177,132
125,1,0,9,,0,0
126,1,0,5,,0,0
127,1,0,9,,0,0
128,1,1,11,42989,187,147
129,1,0,6,,0,0
130,1,0,7,,0,0
131,1,0,7,,0,0
132,1,0,6,,0,0
133,1,0,6,,0,0
134,1,0,9,,0,0
135,1,0,5,,0,0
136,1,0,6,,0,0
137,1,1,10,-1124,172,180
138,1,0,8,,0,0
139,1,0,8,,0,0
140,1,0,4,,0,0
141,1,0,5,,0,0
142,1,0,9,,0,0
143,1,1,16,-16501,178,101
144,1,1,16,-2828,179,68
145,1,1,16,-1004,55,0
146,1,2,16,25864,241,159
147,1,1,16,-1123,56,0
148,1,1,16,-1228,55,0
149,1,1,16,-925,162,26
150,1,1,16,-2999,177,51
151,1,1,16,-1035,92,24
152,1,1,16,-868,46,0
153,1,1,16,-1059,57,8
154,1,1,16,-1085,38,0
155,1,1,16,-1000,152,24
156,1,1,15,-16811,165,111
157,1,1,16,-903,71,22
158,1,1,16,-1132,158,15
159,1,0,7,,0,0
160,1,1,16,-1163,144,14
161,1,1,16,-627,171,34
162,1,1,16,-846,99,7
163,1,1,16,-686,120,22
164,1,1,16,-754,162,45
165,1,1,16,-628,182,33
166,1,1,16,-933,151,37
167,1,1,16,-664,146,27
168,1,1,16,-972,45,0
169,1,1,16,-579,119,13
170,1,1,16,-1065,155,36
171,1,1,16,-862,137,19
172,1,1,16,-410,180,39
173,1,1,16,-760,184,70
174,1,1,15,1071,49,0
175,1,1,16,-1046,55,0
176,1,1,15,-1037,176,40
177,1,1,16,-823,157,66
178,1,1,16,-789,205,21
179,1,1,16,-8470,176,86
180,1,1,16,-1080,160,51
181,1,1,15,8032,187,69
182,1,1,16,-648,164,18
183,1,1,16,-691,174,51
184,1,1,16,-877,186,18
185,1,1,15,-781,165,35
186,1,1,15,-5783,143,80
187,1,1,16,-769,107,27
188,1,1,16,-465,164,35
189,1,1,16,-11492,159,122
190,1,1,15,18143,177,86
191,1,1,16,-750,176,61
192,1,1,16,-892,170,82
193,1,1,16,-853,163,40
194,1,1,16,-870,157,48
195,1,1,16,-13922,173,82
196,1,1,16,-1731,168,60
197,1,1,16,-2932,167,62
198,1,1,16,-43832,176,138
199,1,1,16,-935,187,63
200,1,1,15,-1089,57,0
