Runde,Pakete_erwartet,Pakete_erkannt,Praeambel_Score,Drift_Mittel_Hz,LDPC_Summe,Bitfehler_Summe
101,1,1,16,-957,7,0
102,1,1,16,-850,26,0
103,1,1,16,-1130,45,0
104,1,1,16,-698,27,0
105,1,1,16,-988,12,0
106,1,1,16,-763,162,27
107,1,1,16,-27874,196,127
108,1,1,16,-885,28,0
109,1,1,16,-947,102,8
110,1,1,16,-612,35,0
111,1,1,16,-1047,35,0
112,1,1,15,18417,185,94
113,1,1,14,3194,191,114
114,1,1,16,-818,35,0
115,1,1,16,-844,13,0
116,1,1,16,-666,31,0
117,1,1,16,-776,39,0
118,1,1,16,-766,19,0
119,1,1,16,-932,2,0
120,1,1,16,-1023,2,0
121,1,1,16,-935,33,0
122,1,1,16,-767,14,0
123,1,1,16,-833,55,0
124,1,1,16,-899,20,0
125,1,1,16,-880,0,0
126,1,1,16,-1049,11,0
127,1,1,16,-1114,9,0
128,1,1,16,-1004,19,0
129,1,1,16,-938,5,0
130,1,1,15,-1242,170,58
131,1,0,6,,0,0
132,1,1,11,-34007,174,154
133,1,1,13,-8489,164,145
134,1,1,16,-2703,34,0
135,1,1,16,-718,0,0
136,1,1,16,-846,19,0
137,1,1,16,-885,29,0
138,1,1,16,-900,8,0
139,1,1,16,-916,15,0
140,1,1,16,-844,30,0
141,1,1,16,-933,3,0
142,1,1,16,-961,3,0
143,1,1,16,-841,18,0
144,1,1,16,-731,4,0
145,1,1,15,-288,184,108
146,1,1,16,-851,3,0
147,1,1,16,-963,24,0
148,1,1,16,-1051,18,0
149,1,1,16,-813,3,0
150,1,1,16,-945,2,0
151,1,1,16,-852,9,0
152,1,1,16,-798,0,0
153,1,1,16,-874,0,0
154,1,1,16,-951,28,0
155,1,1,16,-944,3,0
156,1,1,11,13584,142,125
157,1,0,6,,0,0
158,1,0,9,,0,0
159,1,0,8,,0,0
160,1,0,4,,0,0
161,1,0,9,,0,0
162,1,0,7,,0,0
163,1,1,11,22207,173,143
164,1,1,11,68231,183,153
165,1,0,9,,0,0
166,1,1,16,11316,185,87
167,1,1,16,7983,164,78
168,1,1,16,-1017,96,14
169,1,0,8,,0,0
170,1,0,7,,0,0
171,1,0,6,,0,0
172,1,1,16,-11481,170,71
173,1,1,13,41513,176,143
174,1,0,7,,0,0
175,1,1,16,-664,11,0
176,1,1,16,-9878,168,83
177,1,1,15,-28907,167,132
178,1,1,13,56008,190,152
179,1,0,8,,0,0
180,1,0,5,,0,0
181,1,1,11,-36122,162,176
182,1,0,9,,0,0
183,1,1,10,20439,181,150
184,1,1,15,-421,167,99
185,1,1,15,-9386,168,89
186,1,1,14,-590,176,127
187,1,1,10,-10173,169,138
188,1,1,16,8599,151,101
189,1,1,16,-1098,179,40
190,1,1,16,-1169,60,0
191,1,0,7,,0,0
192,1,1,16,-981,106,19
193,1,1,16,-703,197,24
194,1,1,15,-8965,163,137
195,1,1,10,6332,184,148
196,1,0,5,,0,0
197,1,0,8,,0,0
198,1,0,6,,0,0
199,1,0,7,,0,0
200,1,0,8,,0,0
