Runde,Paket_global,Paket_in_Runde,Praeambel_Score,Drift_Hz,LDPC_korrigiert,Bitfehler
169,165,1,16,-16566,169,113
170,166,1,16,-589,19,0
171,167,1,16,-815,0,0
172,168,1,16,-915,19,0
173,169,1,16,-873,10,0
174,170,1,16,-896,175,18
175,171,1,16,-888,114,10
176,172,1,16,-857,39,0
177,173,1,16,-1034,14,0
178,174,1,16,-742,7,0
179,175,1,16,-820,0,0
180,176,1,16,-826,0,0
181,177,1,16,-845,20,0
182,178,1,16,-829,0,0
183,179,1,16,-816,9,0
184,180,1,16,-828,9,0
185,181,1,16,-818,0,0
186,182,1,16,-788,0,0
187,183,1,16,-807,0,0
188,184,1,16,-861,24,0
189,185,1,16,-785,7,0
190,186,1,16,-977,24,0
191,187,1,16,-732,0,0
192,188,1,16,-662,29,0
193,189,1,16,-850,15,0
194,190,1,16,-997,22,0
195,191,1,16,-800,22,0
196,192,1,16,-825,14,0
198,193,1,16,-852,21,0
200,194,1,16,-649,0,0
